time_s,segment,body,x_m,y_m,z_m
1.260000,0,FL_foot,0.48799798,0.16545907,0.02022113
1.260000,0,FR_foot,0.54286450,-0.30277136,0.02027500
1.260000,0,RL_foot,0.07737615,0.13505301,0.02834205
1.260000,0,RR_foot,-0.04736528,-0.20470317,0.02015591
1.280000,0,FL_foot,0.48826835,0.16535814,0.02021674
1.280000,0,FR_foot,0.54303229,-0.30295366,0.02027190
1.280000,0,RL_foot,0.08013636,0.13902782,0.02405892
1.280000,0,RR_foot,-0.04707549,-0.20463355,0.02014687
1.300000,0,FL_foot,0.48868838,0.16544569,0.02028235
1.300000,0,FR_foot,0.54325008,-0.30309409,0.02025091
1.300000,0,RL_foot,0.07996187,0.14252120,0.02011166
1.300000,0,RR_foot,-0.04669150,-0.20476766,0.02017843
1.320000,0,FL_foot,0.49662682,0.16193119,0.02206545
1.320000,0,FR_foot,0.54341185,-0.30320445,0.02026876
1.320000,0,RL_foot,0.08026394,0.14256352,0.02024184
1.320000,0,RR_foot,-0.04196435,-0.20174146,0.02118247
1.340000,0,FL_foot,0.51484299,0.15559542,0.02423862
1.340000,0,FR_foot,0.54359335,-0.30329770,0.02026802
1.340000,0,RL_foot,0.08051202,0.14246032,0.02024376
1.340000,0,RR_foot,-0.02950501,-0.19526504,0.02246395
1.360000,0,FL_foot,0.53911912,0.15018535,0.02689539
1.360000,0,FR_foot,0.54377502,-0.30339912,0.02026757
1.360000,0,RL_foot,0.08077506,0.14234933,0.02025688
1.360000,0,RR_foot,-0.01154782,-0.18943766,0.02325181
1.380000,0,FL_foot,0.56485140,0.14732851,0.02962524
1.380000,0,FR_foot,0.54395986,-0.30350935,0.02026423
1.380000,0,RL_foot,0.08105227,0.14226598,0.02026230
1.380000,0,RR_foot,0.00851826,-0.18541649,0.02398643
1.400000,0,FL_foot,0.58908880,0.14669232,0.03205236
1.400000,0,FR_foot,0.54415894,-0.30361074,0.02025832
1.400000,0,RL_foot,0.08134681,0.14216307,0.02025507
1.400000,0,RR_foot,0.02798052,-0.18346450,0.02490785
1.420000,0,FL_foot,0.61008233,0.14749856,0.03391872
1.420000,0,FR_foot,0.54436916,-0.30371574,0.02025623
1.420000,0,RL_foot,0.08167577,0.14203101,0.02026219
1.420000,0,RR_foot,0.04537724,-0.18338233,0.02595983
1.440000,0,FL_foot,0.62714177,0.14921977,0.03488531
1.440000,0,FR_foot,0.54459834,-0.30381164,0.02024896
1.440000,0,RL_foot,0.08202307,0.14188525,0.02024136
1.440000,0,RR_foot,0.06040333,-0.18490817,0.02699002
1.460000,0,FL_foot,0.64032966,0.15131412,0.03483993
1.460000,0,FR_foot,0.54485148,-0.30389577,0.02024731
1.460000,0,RL_foot,0.08240594,0.14171477,0.02024234
1.460000,0,RR_foot,0.07333545,-0.18757436,0.02785538
1.480000,0,FL_foot,0.65041775,0.15337703,0.03376919
1.480000,0,FR_foot,0.54510653,-0.30397621,0.02024068
1.480000,0,RL_foot,0.08280277,0.14155303,0.02022339
1.480000,0,RR_foot,0.08463691,-0.19091752,0.02856385
1.500000,0,FL_foot,0.65814966,0.15503122,0.03171529
1.500000,0,FR_foot,0.54537082,-0.30405283,0.02023542
1.500000,0,RL_foot,0.08322912,0.14138618,0.02021032
1.500000,0,RR_foot,0.09464294,-0.19475034,0.02916097
1.520000,0,FL_foot,0.66412091,0.15598704,0.02870584
1.520000,0,FR_foot,0.54565191,-0.30410007,0.02023242
1.520000,0,RL_foot,0.08367315,0.14123709,0.02020596
